KEY	DT_OPERACAO	VLR_RENDA_LIQUIDA	GRAU_DE_INSTRUCAO	VLR_SOLICITADO	VLR_PARCELA	UF	SEXO	QTD_PARCELAS	PRODUTO	ALVO	IDADE	SCORE
420	09/06/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1217.63	254.40	SP	F	12	7770	0	36	46.86
421	25/10/2016	2117.28	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	3847.03	946.83	PE	F	12	7770	1	52	11.05
422	22/08/2016	446.97	ENSINO MEDIO COMPLETO                                                                               	578.22	141.00	RS	M	12	7770	0	52	47.35
423	28/07/2016	1360.46	ENSINO FUNDAMENTAL COMPLETO                                                                         	2521.53	599.28	SP	F	12	7770	0	52	33.24
424	14/07/2016	580.36	ENSINO MEDIO COMPLETO                                                                               	1207.97	256.80	RJ	F	12	7770	0	54	69.90
425	21/07/2016	600.07	ENSINO MEDIO COMPLETO                                                                               	1081.70	255.90	AL	F	12	7770	0	63	72.71
426	24/10/2016	844.29	ENSINO FUNDAMENTAL COMPLETO                                                                         	1640.87	379.38	SP	M	12	7831	0	56	75.38
427	23/09/2016	1806.89	ENSINO MEDIO COMPLETO                                                                               	861.32	262.25	RJ	M	12	7770	1	68	41.63
428	01/08/2016	575.73	ENSINO MEDIO COMPLETO                                                                               	1170.07	254.57	PB	M	12	7770	0	61	61.52
429	11/08/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1432.31	391.06	SP	F	12	7817	1	73	57.66
430	11/08/2016	574.22	ENSINO MEDIO COMPLETO                                                                               	399.90	84.23	MG	F	12	7770	0	54	75.60
431	27/10/2016	573.83	ENSINO FUNDAMENTAL COMPLETO                                                                         	1276.48	284.33	PE	F	12	7831	0	57	90.53
432	08/08/2016	638.75	ENSINO MEDIO COMPLETO                                                                               	1118.11	244.22	ES	F	12	7770	0	63	82.75
433	06/10/2016	1371.29	ENSINO MEDIO INCOMPLETO                                                                             	1500.00	423.63	SP	M	12	7817	0	57	41.42
434	13/06/2016	572.00	ENSINO MEDIO INCOMPLETO                                                                             	1045.57	251.45	AL	M	12	7817	0	75	68.60
435	02/08/2016	573.76	ENSINO FUNDAMENTAL COMPLETO                                                                         	1161.17	256.10	PE	F	12	7770	1	52	67.96
436	26/08/2016	1499.97	ENSINO MEDIO COMPLETO                                                                               	1340.04	333.34	SP	F	12	7770	0	43	36.64
437	09/08/2016	1149.46	ENSINO MEDIO COMPLETO                                                                               	1947.65	445.71	MG	F	11	7770	0	66	29.16
438	22/09/2016	3185.24	EDUCACAO SUPERIOR COMPLETO                                                                          	2602.30	645.67	PE	F	12	7770	1	54	44.11
439	18/04/2016	995.79	ENSINO MEDIO COMPLETO                                                                               	1000.00	211.69	CE	M	12	7770	0	59	66.30
440	07/10/2016	1825.90	ENSINO MEDIO COMPLETO                                                                               	3792.81	816.85	SP	M	12	7770	0	42	23.47
441	01/08/2016	742.63	ENSINO MEDIO COMPLETO                                                                               	1376.31	323.57	SP	F	12	7770	0	52	31.69
442	31/10/2016	572.10	ENSINO MEDIO INCOMPLETO                                                                             	1324.60	286.05	PE	F	12	7831	1	37	81.08
443	09/09/2016	599.60	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1227.03	255.62	PB	F	12	7770	1	79	75.05
444	18/07/2016	2025.82	ENSINO MEDIO COMPLETO                                                                               	4423.11	890.55	AL	M	12	7770	0	64	36.71
445	19/08/2016	1539.65	ENSINO MEDIO COMPLETO                                                                               	1507.38	362.35	SP	M	12	7770	1	67	66.25
446	12/09/2016	1147.23	ENSINO MEDIO COMPLETO                                                                               	1000.00	212.55	SP	M	12	7770	1	30	36.60
447	14/10/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	898.28	233.60	MG	M	12	7817	0	57	36.88
448	24/10/2016	2142.73	ENSINO MEDIO COMPLETO                                                                               	1500.00	355.32	BA	M	12	7770	1	66	58.22
449	17/06/2016	572.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	566.44	117.99	AL	M	12	7770	0	63	71.73
450	28/10/2016	900.71	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	287.91	RR	M	12	7770	1	49	25.46
451	26/04/2016	765.69	ENSINO MEDIO INCOMPLETO                                                                             	417.99	98.77	SP	M	12	7770	1	49	59.25
452	16/03/2016	1158.99	ENSINO MEDIO COMPLETO                                                                               	2487.20	518.59	PE	F	12	7770	1	43	55.76
453	13/07/2016	1715.71	EDUCACAO SUPERIOR COMPLETO                                                                          	1200.00	254.78	MG	F	12	7770	0	59	60.37
454	07/03/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1216.73	251.60	SP	F	12	7770	0	61	68.20
455	23/09/2016	1782.28	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	2000.00	616.52	SP	F	12	7770	1	56	30.55
456	25/08/2016	1477.75	ENSINO MEDIO COMPLETO                                                                               	2677.94	660.60	RJ	M	12	7817	1	62	35.85
457	14/10/2016	1109.21	ENSINO MEDIO COMPLETO                                                                               	2598.88	551.37	AL	M	12	7831	0	46	60.56
458	30/08/2016	578.69	ENSINO MEDIO COMPLETO                                                                               	1107.90	251.79	RJ	F	12	7770	0	62	77.36
459	21/10/2016	572.00	EDUCACAO SUPERIOR INCOMPLETO                                                                        	1043.28	255.79	MG	F	12	7817	1	66	62.99
460	11/10/2016	626.72	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1109.53	277.75	SP	F	8	7770	0	40	68.01
461	03/10/2016	1868.00	EDUCACAO SUPERIOR INCOMPLETO                                                                        	2898.28	821.02	PB	F	12	7817	1	56	23.08
462	08/08/2016	956.00	ENSINO MEDIO COMPLETO                                                                               	1000.00	274.57	SP	F	12	7817	0	56	37.86
463	23/03/2016	1291.99	ENSINO MEDIO COMPLETO                                                                               	2336.84	578.11	MG	M	10	7770	1	38	50.21
464	11/10/2016	1123.61	ENSINO MEDIO COMPLETO                                                                               	1600.00	345.46	RJ	M	12	7770	0	57	52.75
465	06/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	947.10	251.46	SP	M	12	7817	0	69	61.57
466	27/10/2016	676.58	ENSINO MEDIO COMPLETO                                                                               	883.67	264.72	AL	M	12	7770	0	61	37.25
467	21/06/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	809.12	193.73	RJ	F	12	7770	0	54	69.81
468	19/08/2016	2800.00	ENSINO MEDIO COMPLETO                                                                               	500.00	105.91	SP	F	11	7770	1	50	81.26
469	19/02/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1092.87	253.05	SP	F	12	7770	0	54	65.42
470	08/09/2016	766.20	ENSINO MEDIO COMPLETO                                                                               	775.67	210.11	PB	F	12	7770	0	44	25.27
471	12/07/2016	5205.74	ENSINO MEDIO COMPLETO                                                                               	2000.00	439.96	PE	F	12	7770	0	47	29.76
472	03/08/2016	616.02	ENSINO MEDIO COMPLETO                                                                               	1229.14	273.99	PB	F	12	7770	0	58	55.95
473	12/08/2016	2499.49	ENSINO MEDIO COMPLETO                                                                               	931.29	196.95	SP	M	12	7770	0	69	64.67
474	16/09/2016	576.76	EDUCACAO SUPERIOR COMPLETO                                                                          	1249.64	255.02	PE	M	12	7770	0	70	83.14
475	09/08/2016	648.94	ANALFABETO                                                                                          	1000.00	217.42	AL	M	12	7770	0	75	37.12
476	13/10/2016	1690.41	EDUCACAO SUPERIOR INCOMPLETO                                                                        	1752.34	398.89	RS	F	12	7770	0	52	26.92
477	17/06/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1246.97	255.90	SP	F	12	7770	0	69	74.08
478	23/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	241.87	PB	F	12	7770	0	43	44.28
479	26/09/2016	1879.66	ENSINO MEDIO COMPLETO                                                                               	1964.91	592.00	SP	F	12	7770	0	74	34.06
480	13/09/2016	1692.63	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	465.39	112.10	SP	M	8	7770	0	57	81.82
481	26/07/2016	880.00	EDUCACAO SUPERIOR INCOMPLETO                                                                        	600.00	145.70	PB	F	12	7770	1	37	57.90
482	11/08/2016	2117.07	ENSINO MEDIO COMPLETO                                                                               	3750.74	804.25	SP	M	12	7770	0	54	22.75
483	14/10/2016	830.15	POS-GRADUACAO COMPLETO                                                                              	1198.97	371.24	PA	M	8	7817	0	62	75.49
484	09/08/2016	1452.17	ENSINO MEDIO INCOMPLETO                                                                             	1600.00	357.74	SP	F	12	7770	0	56	39.20
485	02/09/2016	900.46	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1000.00	263.02	SP	M	8	7770	0	68	81.60
486	05/02/2016	1283.71	ENSINO MEDIO COMPLETO                                                                               	2590.29	545.74	SP	M	12	7770	1	41	32.15
487	13/10/2016	1160.07	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1200.00	251.58	SP	M	12	7770	1	74	79.19
488	28/06/2016	671.93	ENSINO MEDIO COMPLETO                                                                               	1304.64	295.27	MG	F	12	7817	0	61	57.84
489	25/07/2016	576.70	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1096.18	255.00	MG	F	12	7817	0	27	24.84
490	18/08/2016	1366.71	ENSINO FUNDAMENTAL COMPLETO                                                                         	1089.34	226.19	PE	F	12	7770	1	75	85.15
491	27/09/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1221.99	361.69	SP	M	12	7770	1	30	10.78
492	31/03/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1161.95	255.90	PE	F	12	7770	0	70	88.90
493	19/10/2016	4375.90	ENSINO MEDIO COMPLETO                                                                               	5000.00	1267.89	BA	F	12	7770	1	60	43.60
494	20/10/2016	573.50	ENSINO MEDIO COMPLETO                                                                               	574.25	140.06	SP	M	10	7770	0	55	80.03
495	15/09/2016	430.09	ENSINO MEDIO INCOMPLETO                                                                             	1047.59	215.05	PB	F	12	7831	0	34	66.42
496	27/10/2016	1423.28	EDUCACAO SUPERIOR COMPLETO                                                                          	818.47	197.39	PE	M	12	7770	0	56	62.30
497	13/07/2016	935.66	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	861.15	178.53	RJ	M	12	7770	0	68	73.36
498	30/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1128.50	249.99	PB	F	12	7817	0	63	51.38
499	04/10/2016	524.38	ENSINO MEDIO COMPLETO                                                                               	838.72	227.09	SP	F	12	7770	0	54	35.09
500	05/08/2016	1378.99	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	471.61	126.15	PA	M	12	7817	1	73	76.57
501	08/07/2016	1912.02	ENSINO MEDIO COMPLETO                                                                               	1364.24	298.25	SP	M	12	7770	0	53	52.35
502	12/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	966.40	263.62	RS	M	12	7817	1	70	52.40
503	02/06/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1791.13	393.69	CE	F	12	7770	0	35	37.02
504	20/07/2016	1920.25	POS-GRADUACAO COMPLETO                                                                              	3489.38	859.01	SP	M	12	7817	0	72	27.23
505	14/09/2016	2043.38	ENSINO MEDIO COMPLETO                                                                               	1980.08	415.98	SP	F	12	7770	1	51	51.27
506	21/10/2016	1284.79	MESTRADO COMPLETO                                                                                   	2235.27	574.54	SP	F	12	7817	1	62	42.77
507	08/09/2016	733.19	ENSINO MEDIO COMPLETO                                                                               	1000.00	287.14	RS	F	12	7817	0	66	64.99
508	02/08/2016	696.26	ENSINO MEDIO COMPLETO                                                                               	1296.81	311.25	BA	F	12	7817	1	50	45.56
509	17/10/2016	844.14	ENSINO MEDIO COMPLETO                                                                               	1541.15	321.27	RS	F	12	7770	0	68	64.10
510	29/06/2016	600.48	ENSINO MEDIO COMPLETO                                                                               	1111.66	254.01	MG	F	12	7817	0	56	55.94
511	21/09/2016	617.00	ENSINO MEDIO COMPLETO                                                                               	1085.80	273.57	CE	F	12	7770	0	62	34.99
512	26/10/2016	2344.87	ENSINO MEDIO COMPLETO                                                                               	734.81	178.33	RN	F	12	7770	0	55	21.60
513	28/10/2016	1619.26	ENSINO MEDIO INCOMPLETO                                                                             	995.66	233.15	RS	M	12	7770	1	46	35.34
514	23/09/2016	2449.86	EDUCACAO SUPERIOR INCOMPLETO                                                                        	1225.62	302.20	PA	F	12	7770	1	48	20.83
515	20/07/2016	1478.85	ENSINO MEDIO COMPLETO                                                                               	2698.32	646.32	RS	M	12	7770	1	58	33.49
516	01/08/2016	616.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1189.78	272.39	RS	F	12	7817	0	42	44.18
517	15/07/2016	2748.67	ENSINO MEDIO COMPLETO                                                                               	4122.06	889.69	PE	F	12	7770	1	56	15.51
518	16/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	700.00	143.27	PE	F	12	7770	0	54	79.86
519	19/05/2016	286.00	ENSINO MEDIO COMPLETO                                                                               	381.23	77.43	MG	F	12	7770	0	53	53.98
520	08/07/2016	1670.00	ENSINO MEDIO COMPLETO                                                                               	2778.79	714.01	RJ	F	12	7817	1	44	33.39
521	18/08/2016	932.41	ENSINO MEDIO INCOMPLETO                                                                             	1970.09	402.26	RS	M	12	7770	1	69	52.18
522	18/07/2016	1680.24	ENSINO MEDIO COMPLETO                                                                               	1000.00	246.87	RJ	M	8	7770	0	68	55.74
523	11/05/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1726.00	367.89	PE	M	12	7770	0	53	54.23
524	11/07/2016	1333.07	ENSINO MEDIO COMPLETO                                                                               	2742.92	584.28	SP	M	12	7770	0	53	39.22
525	25/08/2016	576.21	ENSINO FUNDAMENTAL COMPLETO                                                                         	1141.96	257.75	RS	F	12	7770	1	67	68.19
526	04/10/2016	1426.86	ENSINO MEDIO COMPLETO                                                                               	2251.78	638.08	SP	F	12	7817	0	60	42.82
527	28/10/2016	579.38	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1016.67	257.47	SP	M	12	7817	1	69	58.33
528	05/08/2016	628.60	ENSINO FUNDAMENTAL COMPLETO                                                                         	1122.76	254.19	PA	F	12	7770	1	51	26.83
529	21/07/2016	630.54	ENSINO MEDIO COMPLETO                                                                               	1236.19	282.09	SP	F	12	7770	0	57	72.11
530	08/08/2016	1157.84	ENSINO MEDIO COMPLETO                                                                               	1000.00	226.59	MG	M	12	7770	0	66	26.18
531	23/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1532.96	388.62	MG	M	12	7817	1	69	38.44
532	20/07/2016	705.51	ENSINO FUNDAMENTAL COMPLETO                                                                         	1334.37	313.79	RS	M	12	7817	0	65	43.64
533	17/06/2016	1253.01	ENSINO MEDIO COMPLETO                                                                               	2620.63	533.26	PE	F	12	7770	0	66	63.92
534	15/08/2016	579.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1003.09	255.69	PA	M	12	7817	1	72	75.00
535	07/06/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	500.00	104.30	PB	F	12	7770	0	62	67.12
536	29/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1737.68	391.40	RN	F	12	7817	1	30	22.32
537	26/07/2016	643.85	ENSINO MEDIO COMPLETO                                                                               	475.97	109.36	AL	M	12	7770	0	77	90.42
538	19/10/2016	609.19	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	419.05	112.25	RS	M	12	7770	1	18	30.60
539	07/10/2016	2387.01	ENSINO MEDIO INCOMPLETO                                                                             	746.11	199.86	SP	M	12	7770	0	69	37.08
540	12/05/2016	686.23	ENSINO MEDIO COMPLETO                                                                               	1400.77	296.41	PE	F	12	7770	0	35	56.89
541	16/08/2016	1047.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1500.00	399.52	PB	M	12	7817	0	48	34.40
542	13/10/2016	1570.12	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	515.46	109.21	PE	M	12	7770	0	62	78.08
543	27/10/2016	1126.13	ENSINO MEDIO COMPLETO                                                                               	1000.00	227.18	AM	M	12	7770	0	61	83.00
544	19/08/2016	469.07	ENSINO FUNDAMENTAL COMPLETO                                                                         	803.68	207.15	RJ	M	12	7817	0	53	49.60
545	14/09/2016	1699.51	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1300.00	279.41	RS	M	12	7770	0	54	48.93
546	10/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1477.19	393.52	RN	M	12	7817	1	41	24.52
547	01/09/2016	671.17	ENSINO MEDIO COMPLETO                                                                               	1029.56	300.06	SP	F	12	7817	1	50	48.89
548	15/08/2016	1767.86	EDUCACAO SUPERIOR INCOMPLETO                                                                        	699.55	178.95	PR	M	8	7770	0	54	53.20
549	15/09/2016	573.06	ENSINO MEDIO INCOMPLETO                                                                             	1082.41	255.90	PB	F	12	7770	1	63	73.82
550	08/07/2016	1728.58	ENSINO MEDIO COMPLETO                                                                               	2842.40	606.91	MG	F	12	7770	0	75	41.81
551	04/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	950.81	254.41	BA	F	12	7817	0	72	70.55
552	22/07/2016	1485.82	ENSINO MEDIO COMPLETO                                                                               	1260.90	313.89	PE	F	12	7770	1	37	59.85
553	26/09/2016	3052.74	ENSINO FUNDAMENTAL COMPLETO                                                                         	4000.00	973.85	RJ	F	10	7770	0	63	43.65
554	12/09/2016	562.22	ENSINO MEDIO INCOMPLETO                                                                             	1354.73	281.04	PE	F	12	7831	0	59	95.24
555	01/06/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1772.50	391.95	PE	F	12	7770	0	68	66.40
556	13/04/2016	572.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1167.48	247.07	PE	F	12	7770	0	60	78.87
557	12/08/2016	957.19	ENSINO MEDIO COMPLETO                                                                               	501.83	124.28	BA	F	8	7770	0	48	73.41
558	21/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1705.38	393.69	PE	M	12	7817	1	20	17.43
559	12/04/2016	790.03	ENSINO MEDIO COMPLETO                                                                               	1675.57	353.44	PE	F	12	7770	1	37	57.25
560	14/09/2016	1583.40	ENSINO FUNDAMENTAL COMPLETO                                                                         	3782.22	781.62	PE	F	12	7831	0	64	77.06
561	28/10/2016	573.00	ENSINO MEDIO COMPLETO                                                                               	500.00	152.59	MG	M	12	7770	0	65	37.78
562	24/10/2016	561.00	ANALFABETO                                                                                          	982.17	247.74	RS	M	12	7817	0	73	61.22
563	15/09/2016	1119.83	ENSINO MEDIO COMPLETO                                                                               	647.50	135.23	BA	F	12	7770	0	71	82.31
564	11/08/2016	1970.31	ENSINO MEDIO COMPLETO                                                                               	2500.00	526.54	SP	M	12	7770	0	61	51.33
565	27/07/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1030.82	248.54	PE	M	12	7770	0	35	48.68
566	04/10/2016	575.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	941.72	214.01	PE	F	12	7817	1	66	81.93
567	06/05/2016	1321.65	ENSINO MEDIO INCOMPLETO                                                                             	824.40	180.68	SP	F	12	7770	0	58	62.53
568	09/05/2016	572.00	ANALFABETO                                                                                          	1184.97	248.52	PE	F	12	7770	0	73	85.03
569	09/08/2016	591.53	ENSINO MEDIO INCOMPLETO                                                                             	1188.97	253.36	PE	M	12	7770	1	50	67.69
570	12/09/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1874.89	386.84	RS	F	12	7770	1	27	21.97
571	28/09/2016	1867.90	EDUCACAO SUPERIOR INCOMPLETO                                                                        	851.19	249.03	RJ	M	12	7770	1	58	29.81
572	21/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1105.50	251.45	RJ	M	12	7817	0	67	68.19
573	29/07/2016	572.10	ENSINO MEDIO COMPLETO                                                                               	1091.14	254.19	RJ	F	12	7770	1	59	35.47
574	05/10/2016	577.00	ENSINO MEDIO COMPLETO                                                                               	900.00	253.44	PE	F	12	7817	1	46	64.37
575	03/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1012.64	254.40	CE	F	12	7817	0	72	63.29
576	08/08/2016	937.92	ENSINO MEDIO COMPLETO                                                                               	500.00	124.31	SP	M	8	7770	0	77	91.60
577	31/08/2016	9491.16	EDUCACAO SUPERIOR COMPLETO                                                                          	5000.00	1288.87	DF	M	9	7770	0	65	23.87
578	28/10/2016	1521.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	2709.00	666.38	SP	F	12	7817	0	55	40.52
579	01/09/2016	880.00	ANALFABETO                                                                                          	1789.62	391.50	SE	M	12	7770	1	47	28.56
580	11/08/2016	717.00	ENSINO MEDIO COMPLETO                                                                               	992.60	274.51	RN	F	12	7817	0	62	73.51
581	06/07/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	613.99	132.61	RS	F	12	7770	0	42	44.03
582	03/08/2016	1771.20	ENSINO MEDIO COMPLETO                                                                               	1500.00	421.81	MG	M	12	7817	0	66	52.63
583	02/08/2016	866.74	ENSINO MEDIO COMPLETO                                                                               	857.55	195.53	SP	F	12	7770	0	54	61.26
584	20/10/2016	786.58	ENSINO MEDIO COMPLETO                                                                               	416.71	106.41	DF	F	12	7770	0	43	51.20
585	25/10/2016	572.78	ENSINO FUNDAMENTAL COMPLETO                                                                         	339.95	95.48	SP	F	12	7770	1	67	43.73
586	25/07/2016	658.63	ENSINO MEDIO COMPLETO                                                                               	415.78	97.69	SP	F	12	7770	0	59	69.12
587	14/09/2016	1119.93	ENSINO MEDIO COMPLETO                                                                               	1895.03	444.57	AL	M	12	7770	0	37	60.88
588	28/07/2016	811.49	ENSINO MEDIO COMPLETO                                                                               	1486.74	358.41	BA	M	12	7770	0	70	34.09
589	13/10/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	977.35	201.73	PB	F	12	7831	0	73	75.51
590	15/08/2016	2334.94	ENSINO MEDIO COMPLETO                                                                               	3450.26	742.78	RJ	F	12	7770	0	68	42.93
591	31/05/2016	1538.27	ENSINO MEDIO COMPLETO                                                                               	574.56	129.14	SP	M	12	7770	1	52	55.50
592	29/06/2016	1912.02	ENSINO MEDIO COMPLETO                                                                               	1167.52	266.78	SP	M	12	7770	0	58	58.28
593	27/04/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1721.47	391.40	AL	M	12	7817	0	45	35.00
594	12/04/2016	1601.70	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	3307.66	704.09	PB	F	12	7770	0	44	39.93
595	15/04/2016	1211.29	ENSINO MEDIO COMPLETO                                                                               	993.58	242.37	SP	M	8	7770	1	47	53.75
596	02/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1183.74	255.90	PB	M	12	7770	1	66	64.14
597	12/09/2016	1559.84	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	2558.97	680.72	CE	F	12	7770	1	59	17.51
598	14/07/2016	2544.62	ENSINO MEDIO COMPLETO                                                                               	1000.00	222.86	PE	M	12	7770	0	68	51.41
599	30/05/2016	626.06	ENSINO FUNDAMENTAL COMPLETO                                                                         	1162.49	265.04	PB	F	12	7817	0	48	41.94
600	27/05/2016	1107.49	ENSINO MEDIO COMPLETO                                                                               	2093.72	489.71	PB	F	12	7817	1	52	36.88
601	03/06/2016	696.90	ENSINO MEDIO COMPLETO                                                                               	1182.51	311.77	PE	M	12	7817	1	34	34.58
602	29/07/2016	992.80	ENSINO MEDIO COMPLETO                                                                               	467.13	106.16	SP	M	12	7770	0	76	85.03
603	27/07/2016	824.67	ENSINO MEDIO COMPLETO                                                                               	1600.00	367.88	AM	M	12	7770	0	47	58.01
604	27/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1767.74	391.39	RS	F	12	7770	1	53	37.37
605	06/06/2016	701.76	ENSINO MEDIO INCOMPLETO                                                                             	1380.56	306.70	BA	M	12	7770	0	46	41.13
606	17/10/2016	576.64	ENSINO MEDIO COMPLETO                                                                               	871.59	209.93	RJ	F	12	7770	0	72	85.53
607	07/10/2016	880.00	ANALFABETO                                                                                          	1800.87	391.39	PE	M	12	7770	0	24	27.60
608	08/09/2016	1461.97	ENSINO MEDIO COMPLETO                                                                               	1131.84	243.95	RJ	M	12	7770	0	65	69.53
609	13/07/2016	2348.27	ENSINO MEDIO COMPLETO                                                                               	4168.33	1050.56	RS	M	12	7817	1	80	24.26
610	13/07/2016	286.99	ENSINO MEDIO COMPLETO                                                                               	608.25	128.06	RJ	F	12	7770	0	63	83.37
611	13/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1626.53	391.40	BA	F	12	7770	1	22	20.61
612	06/07/2016	574.93	ENSINO MEDIO COMPLETO                                                                               	1150.33	241.83	PE	M	12	7770	1	45	63.16
613	10/08/2016	770.98	ENSINO MEDIO COMPLETO                                                                               	622.66	151.07	SP	M	10	7770	0	57	43.84
614	10/10/2016	1412.42	ENSINO MEDIO COMPLETO                                                                               	775.99	178.33	RS	F	12	7770	0	55	46.98
615	07/06/2016	1073.20	ENSINO MEDIO COMPLETO                                                                               	829.45	177.38	RJ	F	12	7770	0	63	73.47
616	20/09/2016	1128.87	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	709.73	175.26	PE	M	12	7770	0	67	44.20
617	26/07/2016	922.58	ENSINO FUNDAMENTAL COMPLETO                                                                         	1796.40	412.74	RS	F	12	7770	0	62	51.26
618	14/09/2016	2395.45	ENSINO MEDIO COMPLETO                                                                               	2182.77	564.65	BA	M	12	7770	1	48	14.90
619	21/09/2016	616.00	ENSINO MEDIO COMPLETO                                                                               	1196.00	269.11	RJ	M	12	7770	0	69	57.88
620	25/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1629.28	393.53	PB	F	12	7817	0	23	29.01
621	17/08/2016	604.50	ENSINO MEDIO COMPLETO                                                                               	1329.87	270.43	PE	F	12	7770	0	55	76.99
622	28/04/2016	586.28	ENSINO MEDIO COMPLETO                                                                               	1130.63	262.29	PE	M	12	7817	1	53	57.69
623	10/08/2016	575.67	ENSINO MEDIO COMPLETO                                                                               	1074.45	240.42	RS	F	12	7770	0	62	57.23
624	27/04/2016	718.38	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1360.05	311.74	SP	F	12	7770	0	75	69.71
625	25/04/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	563.04	132.93	PE	M	12	7770	1	61	78.69
626	05/10/2016	1725.97	ENSINO MEDIO COMPLETO                                                                               	3549.13	767.64	PE	M	12	7770	0	71	51.02
627	19/07/2016	1696.62	ENSINO MEDIO COMPLETO                                                                               	3067.28	759.03	MG	M	12	7817	1	64	29.91
628	25/04/2016	848.77	ENSINO MEDIO COMPLETO                                                                               	822.73	194.24	SP	M	12	7770	0	58	61.14
629	22/03/2016	819.89	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1276.89	366.87	PE	F	7	7770	0	49	82.96
630	19/10/2016	3766.18	ENSINO MEDIO COMPLETO                                                                               	4115.82	1050.95	SP	F	12	7770	1	77	21.83
