KEY	DT_OPERACAO	VLR_RENDA_LIQUIDA	GRAU_DE_INSTRUCAO	VLR_SOLICITADO	VLR_PARCELA	UF	SEXO	QTD_PARCELAS	PRODUTO	ALVO	IDADE	SCORE
1	20/05/2016	1241.90	ENSINO MEDIO COMPLETO                                                                               	1000.00	241.72	BA	M	12	7817	0	68	62.10
2	19/10/2016	1977.67	ENSINO MEDIO COMPLETO                                                                               	4124.08	981.77	SP	M	12	7831	0	69	54.42
3	13/10/2016	717.23	ENSINO MEDIO COMPLETO                                                                               	1064.15	219.64	MG	F	12	7831	0	65	86.31
4	18/03/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1000.00	203.69	ES	F	12	7770	0	28	48.91
5	18/04/2016	924.53	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1200.00	240.72	SP	M	12	7770	0	67	69.57
6	29/04/2016	1763.00	ENSINO MEDIO COMPLETO                                                                               	2000.00	464.39	PE	F	12	7817	0	67	60.62
7	09/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1300.00	361.07	PE	F	12	7817	1	38	45.53
8	11/08/2016	574.03	ENSINO MEDIO COMPLETO                                                                               	1246.55	255.80	SP	M	12	7770	0	62	64.92
9	29/02/2016	990.85	ENSINO MEDIO COMPLETO                                                                               	2019.05	445.88	SP	M	12	7770	1	39	32.34
10	18/10/2016	1847.04	ENSINO MEDIO COMPLETO                                                                               	2000.00	421.72	SP	M	12	7770	0	77	31.22
11	06/05/2016	880.00	EDUCACAO SUPERIOR INCOMPLETO                                                                        	1737.92	387.47	PB	M	12	7770	1	58	38.11
12	25/10/2016	977.02	EDUCACAO SUPERIOR COMPLETO                                                                          	1732.67	423.14	BA	F	12	7817	1	50	42.84
13	01/04/2016	850.29	ENSINO MEDIO COMPLETO                                                                               	400.00	91.38	AM	F	12	7770	1	62	92.74
14	24/08/2016	1234.50	ENSINO MEDIO COMPLETO                                                                               	1738.46	413.03	PE	F	12	7770	0	56	66.58
15	06/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1158.69	251.45	SP	F	12	7770	1	78	75.20
16	29/07/2016	1106.85	ENSINO MEDIO COMPLETO                                                                               	2108.35	495.18	MG	M	12	7817	1	24	16.81
17	22/07/2016	1197.43	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	2049.95	505.75	RS	F	12	7770	0	55	42.05
18	30/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1781.45	389.53	BA	F	12	7770	1	42	35.41
19	23/08/2016	603.91	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1339.76	270.17	SP	F	12	7770	1	74	71.23
20	30/06/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1000.00	231.61	PB	M	11	7817	0	40	55.67
21	10/06/2016	593.94	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1182.24	256.56	AL	M	12	7770	0	74	78.59
22	27/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	2025.28	440.00	CE	M	12	7831	0	26	42.26
23	03/08/2016	839.61	ENSINO MEDIO COMPLETO                                                                               	1643.64	372.58	BA	M	12	7770	0	63	64.37
24	07/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	730.09	154.18	MG	M	12	7831	0	68	83.11
25	10/06/2016	898.54	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	300.00	65.10	PE	F	12	7770	0	66	91.59
26	28/07/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1050.16	269.87	RJ	F	12	7770	0	21	10.17
27	12/09/2016	1889.99	ENSINO MEDIO COMPLETO                                                                               	3720.00	796.25	GO	M	12	7831	1	77	79.53
28	31/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1714.66	393.84	AL	F	12	7770	1	35	41.43
29	10/06/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1546.58	391.39	PE	F	12	7817	0	37	37.45
30	27/05/2016	880.00	ANALFABETO                                                                                          	1666.26	386.85	PE	F	12	7817	1	53	57.98
31	02/06/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	700.00	147.85	PE	F	12	7770	0	69	93.29
32	09/08/2016	1002.22	ENSINO FUNDAMENTAL COMPLETO                                                                         	1786.39	397.56	RS	F	12	7770	1	25	26.08
33	18/07/2016	1056.40	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1500.00	311.51	RS	F	12	7770	1	55	60.17
34	22/07/2016	575.46	ENSINO MEDIO COMPLETO                                                                               	1033.76	248.95	BA	F	12	7770	1	67	42.29
35	14/10/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	271.37	PE	F	12	7817	0	48	46.83
36	13/05/2016	1234.50	ENSINO MEDIO COMPLETO                                                                               	2621.09	547.12	SP	M	12	7770	1	64	48.77
37	17/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1544.88	393.52	RS	F	12	7817	1	33	22.90
38	16/08/2016	674.06	ENSINO MEDIO COMPLETO                                                                               	1365.23	279.25	SP	F	12	7770	0	60	65.13
39	24/10/2016	1373.98	ENSINO MEDIO COMPLETO                                                                               	888.95	212.46	RS	M	12	7770	0	54	48.87
40	10/08/2016	617.00	ENSINO MEDIO COMPLETO                                                                               	1035.75	249.97	RJ	F	12	7817	1	49	46.99
41	11/04/2016	1181.01	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1830.05	382.45	SP	F	12	7770	0	63	58.61
42	25/05/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1015.89	234.41	PR	F	12	7770	0	57	67.57
43	13/06/2016	1518.31	ENSINO MEDIO COMPLETO                                                                               	1500.00	319.86	AL	M	12	7770	0	56	58.42
44	25/08/2016	601.10	ENSINO MEDIO INCOMPLETO                                                                             	1050.13	268.80	SP	F	12	7817	1	59	61.53
45	12/07/2016	589.10	ENSINO MEDIO COMPLETO                                                                               	794.14	166.67	SP	M	12	7770	0	57	32.62
46	28/07/2016	2547.46	ENSINO MEDIO COMPLETO                                                                               	4872.99	1125.45	SP	M	12	7770	1	58	32.09
47	24/08/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1504.30	391.06	PB	M	12	7817	0	75	52.42
48	11/10/2016	4499.75	ENSINO MEDIO COMPLETO                                                                               	5000.00	1101.63	RS	F	12	7770	1	39	16.04
49	03/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	500.00	111.46	SP	F	12	7817	1	77	68.96
50	04/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1801.75	393.69	AL	F	12	7770	1	24	35.29
51	28/01/2016	848.72	EDUCACAO SUPERIOR COMPLETO                                                                          	1635.81	369.12	SP	M	12	7770	0	55	52.77
52	05/08/2016	3342.28	ENSINO MEDIO COMPLETO                                                                               	2141.94	497.96	RJ	F	12	7770	1	51	7.98
53	27/07/2016	576.90	ENSINO MEDIO COMPLETO                                                                               	1094.68	256.48	RS	M	12	7770	1	58	53.98
54	19/05/2016	2243.44	ENSINO MEDIO COMPLETO                                                                               	1270.03	311.28	MA	F	12	7817	1	51	55.91
55	30/08/2016	721.29	ENSINO MEDIO COMPLETO                                                                               	1336.07	301.17	RJ	F	12	7770	0	61	74.01
56	09/09/2016	1410.18	ENSINO MEDIO COMPLETO                                                                               	2750.64	589.41	AL	F	12	7770	1	52	46.34
57	21/06/2016	2413.28	POS-GRADUACAO INCOMPLETO                                                                            	600.00	119.27	SP	M	12	7770	0	58	68.52
58	17/06/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1089.25	255.90	SP	F	12	7817	0	56	57.55
59	03/08/2016	572.02	ENSINO MEDIO INCOMPLETO                                                                             	1130.31	254.42	RN	M	12	7770	1	63	64.71
60	30/06/2016	985.65	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	267.41	PB	F	8	7770	0	60	78.10
61	06/06/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1215.70	252.92	PB	F	12	7770	0	66	69.53
62	08/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1776.02	384.58	BA	M	12	7770	0	36	23.89
63	05/08/2016	2949.45	ENSINO MEDIO COMPLETO                                                                               	2250.04	515.87	RR	M	12	7770	1	29	8.85
64	10/06/2016	2977.77	ENSINO MEDIO COMPLETO                                                                               	2000.00	586.16	PB	M	8	7817	0	55	50.99
65	11/07/2016	605.74	ENSINO MEDIO COMPLETO                                                                               	500.00	102.76	BA	F	12	7770	0	79	88.98
66	17/10/2016	1016.33	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1449.59	375.86	BA	M	12	7770	1	56	14.68
67	17/06/2016	1994.21	ENSINO MEDIO COMPLETO                                                                               	2529.28	610.45	BA	F	12	7770	0	60	50.29
68	25/07/2016	667.79	ENSINO MEDIO COMPLETO                                                                               	381.26	98.26	SP	F	12	7770	0	57	68.59
69	15/07/2016	565.17	ENSINO FUNDAMENTAL COMPLETO                                                                         	754.04	159.37	RS	F	12	7770	0	44	44.70
70	14/09/2016	2124.00	ENSINO MEDIO COMPLETO                                                                               	2999.30	625.49	SP	M	12	7770	1	57	39.82
71	20/09/2016	573.70	ENSINO MEDIO INCOMPLETO                                                                             	1267.84	254.74	ES	F	12	7770	0	63	66.22
72	05/08/2016	572.08	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1135.64	241.36	PE	F	12	7770	0	62	87.81
73	09/06/2016	1437.53	ENSINO MEDIO COMPLETO                                                                               	1000.00	215.05	SP	F	12	7770	1	64	55.88
74	14/06/2016	1986.37	ENSINO MEDIO COMPLETO                                                                               	1500.00	317.99	PB	M	12	7770	0	61	51.01
75	10/10/2016	880.00	EDUCACAO SUPERIOR COMPLETO                                                                          	1817.30	384.58	SP	F	12	7770	0	60	51.66
76	13/07/2016	951.98	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1739.58	366.24	SP	M	12	7770	0	62	55.61
77	23/08/2016	576.67	ENSINO FUNDAMENTAL COMPLETO                                                                         	500.00	135.77	SP	F	8	7817	0	75	90.64
78	08/08/2016	594.16	ENSINO MEDIO COMPLETO                                                                               	1224.49	260.74	RJ	M	12	7770	0	52	56.27
79	19/04/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1899.43	384.59	PB	F	12	7770	1	43	50.51
80	16/09/2016	579.04	ENSINO MEDIO COMPLETO                                                                               	898.16	227.91	MG	F	12	7770	1	65	28.38
81	25/08/2016	827.59	ENSINO FUNDAMENTAL COMPLETO                                                                         	600.00	142.68	PE	M	12	7770	0	59	80.38
82	05/10/2016	574.04	ENSINO MEDIO COMPLETO                                                                               	714.00	154.43	SP	F	12	7770	1	45	54.73
83	26/10/2016	2362.11	ENSINO MEDIO COMPLETO                                                                               	1968.84	481.10	RS	M	12	7770	0	62	31.05
84	18/04/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1066.63	252.92	CE	F	12	7770	0	62	65.88
85	24/10/2016	3121.56	ENSINO MEDIO COMPLETO                                                                               	500.00	122.87	BA	M	12	7770	1	61	23.50
86	04/07/2016	716.50	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1449.81	316.82	SP	F	12	7770	0	44	49.17
87	14/10/2016	572.10	ENSINO MEDIO COMPLETO                                                                               	1037.36	245.21	BA	M	12	7770	1	71	69.82
88	01/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1000.86	254.41	CE	F	12	7817	0	68	61.29
89	27/04/2016	739.58	ENSINO MEDIO COMPLETO                                                                               	1417.96	330.87	SP	M	12	7817	1	67	62.31
90	29/07/2016	1945.79	ENSINO MEDIO COMPLETO                                                                               	1000.00	268.63	RJ	M	8	7770	0	57	73.19
91	20/10/2016	1525.18	MESTRADO COMPLETO                                                                                   	2240.00	575.21	SP	F	12	7770	1	46	7.88
92	14/10/2016	789.48	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1443.85	300.94	PE	F	12	7831	1	40	71.54
93	26/07/2016	860.38	ENSINO MEDIO COMPLETO                                                                               	348.53	80.08	ES	M	12	7770	0	53	70.24
94	29/08/2016	573.87	ENSINO MEDIO COMPLETO                                                                               	300.00	65.67	BA	F	12	7770	0	48	65.53
95	13/07/2016	2852.57	ENSINO MEDIO COMPLETO                                                                               	800.00	168.43	RJ	M	12	7770	0	67	71.90
96	25/05/2016	1577.72	ENSINO MEDIO COMPLETO                                                                               	1912.38	448.19	PE	M	12	7770	0	55	51.37
97	05/08/2016	1750.11	ENSINO MEDIO COMPLETO                                                                               	1500.00	350.08	ES	F	12	7770	0	54	34.13
98	23/06/2016	1016.00	ENSINO MEDIO INCOMPLETO                                                                             	1909.48	451.89	RS	M	12	7817	1	48	24.04
99	15/08/2016	2288.70	ENSINO MEDIO COMPLETO                                                                               	1000.00	211.32	RJ	M	12	7770	0	61	61.89
100	28/10/2016	2021.79	ENSINO MEDIO INCOMPLETO                                                                             	1000.00	233.14	SP	F	12	7770	0	68	76.62
101	19/07/2016	989.38	ENSINO MEDIO COMPLETO                                                                               	902.43	184.99	RJ	M	12	7770	0	55	65.61
102	04/08/2016	1507.39	ENSINO MEDIO COMPLETO                                                                               	2330.75	661.77	PR	M	12	7817	0	66	45.48
103	01/07/2016	572.00	ENSINO MEDIO INCOMPLETO                                                                             	955.97	255.90	PE	F	12	7817	1	65	77.63
104	27/10/2016	572.97	ANALFABETO                                                                                          	1121.07	256.33	PE	F	12	7831	0	69	97.46
105	20/07/2016	1179.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1500.00	362.88	SP	F	12	7817	1	69	63.53
106	18/10/2016	2468.66	ENSINO MEDIO COMPLETO                                                                               	2500.00	730.32	RJ	M	8	7770	0	47	9.18
107	21/06/2016	1779.64	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	300.00	71.19	ES	M	12	7770	0	60	71.10
108	08/08/2016	583.26	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	721.79	162.40	SP	M	12	7770	0	65	40.33
109	21/06/2016	851.30	ENSINO MEDIO COMPLETO                                                                               	1577.30	380.85	SP	M	12	7817	1	76	57.63
110	07/10/2016	877.00	ENSINO MEDIO COMPLETO                                                                               	500.00	139.04	PE	M	12	7817	0	38	57.31
111	31/10/2016	1447.10	ENSINO MEDIO COMPLETO                                                                               	1500.00	430.86	BA	M	12	7770	1	66	27.31
112	29/07/2016	1080.14	ENSINO MEDIO COMPLETO                                                                               	1000.00	246.19	SP	F	12	7770	0	46	35.05
113	27/07/2016	573.61	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1127.04	254.50	PE	F	12	7770	0	62	87.46
114	14/07/2016	1900.07	ENSINO MEDIO COMPLETO                                                                               	3397.36	842.83	RJ	M	12	7817	1	56	11.58
115	17/03/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	700.00	162.47	PB	F	12	7770	0	66	63.29
116	19/09/2016	577.30	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1261.28	252.92	PB	F	12	7770	0	56	52.24
117	05/08/2016	3152.11	ENSINO MEDIO COMPLETO                                                                               	2200.00	504.39	RJ	M	12	7770	0	52	9.39
118	07/07/2016	1328.13	ENSINO MEDIO COMPLETO                                                                               	1500.00	322.08	SP	F	12	7770	0	78	75.84
119	01/08/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	239.87	MG	F	9	7770	0	71	91.96
120	10/10/2016	1501.80	ENSINO MEDIO COMPLETO                                                                               	800.00	209.42	RJ	M	12	7770	1	54	6.69
121	11/10/2016	1803.36	EDUCACAO SUPERIOR COMPLETO                                                                          	700.00	147.27	MG	M	12	7770	0	58	70.75
122	11/10/2016	1402.14	ENSINO MEDIO COMPLETO                                                                               	456.93	124.06	SP	F	12	7770	1	74	47.63
123	18/07/2016	1132.00	ENSINO MEDIO COMPLETO                                                                               	1500.00	363.52	RS	F	12	7817	0	66	64.30
124	29/09/2016	812.97	POS-GRADUACAO INCOMPLETO                                                                            	997.56	293.76	SP	F	12	7770	1	58	34.65
125	15/04/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1647.36	392.00	AL	F	12	7770	0	51	49.16
126	11/04/2016	833.60	ENSINO MEDIO COMPLETO                                                                               	1133.92	242.79	AL	F	12	7770	0	73	71.01
127	08/08/2016	2471.80	EDUCACAO SUPERIOR COMPLETO                                                                          	1171.24	273.13	PE	M	12	7770	1	72	43.51
128	26/10/2016	1894.92	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1000.00	235.88	RS	F	12	7770	0	44	52.02
129	29/06/2016	572.00	ANALFABETO                                                                                          	1108.42	255.41	PE	F	12	7817	0	67	72.43
130	08/06/2016	572.00	ENSINO MEDIO INCOMPLETO                                                                             	990.48	255.90	RJ	M	12	7817	0	40	34.12
131	29/09/2016	616.00	ENSINO MEDIO COMPLETO                                                                               	1190.36	271.95	MG	F	12	7817	0	62	58.68
132	19/07/2016	740.81	ENSINO MEDIO COMPLETO                                                                               	1104.53	283.59	SP	F	12	7770	0	72	52.35
133	20/09/2016	573.55	ENSINO MEDIO COMPLETO                                                                               	444.31	108.65	CE	F	12	7770	0	66	42.08
134	21/07/2016	1587.42	ENSINO MEDIO COMPLETO                                                                               	427.82	101.21	RJ	F	12	7770	0	77	88.93
135	20/07/2016	1379.37	ENSINO MEDIO COMPLETO                                                                               	1199.47	285.55	BA	M	12	7817	1	55	57.18
136	03/06/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1178.60	255.90	PB	F	12	7770	0	48	68.75
137	21/07/2016	2329.40	ENSINO MEDIO COMPLETO                                                                               	4072.44	988.21	RJ	M	12	7817	1	52	8.53
138	06/09/2016	1069.01	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	216.38	MG	M	12	7770	0	70	72.96
139	27/10/2016	1115.37	ENSINO MEDIO COMPLETO                                                                               	1625.74	475.56	RJ	M	12	7770	0	64	25.52
140	28/04/2016	572.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	778.83	180.68	PB	F	12	7817	1	58	45.91
141	11/05/2016	602.34	ENSINO MEDIO COMPLETO                                                                               	1069.17	267.75	MG	M	12	7817	1	58	54.25
142	17/02/2016	1334.06	ENSINO MEDIO COMPLETO                                                                               	2985.40	596.91	CE	F	12	7770	1	67	67.77
143	19/09/2016	929.11	ENSINO MEDIO COMPLETO                                                                               	893.68	188.50	PA	F	12	7770	1	50	23.78
144	02/09/2016	716.48	ENSINO MEDIO COMPLETO                                                                               	499.27	112.51	PB	F	12	7770	0	46	58.01
145	31/08/2016	2339.51	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	999.62	229.60	SP	F	12	7770	0	59	60.58
146	27/09/2016	954.48	ENSINO MEDIO COMPLETO                                                                               	300.00	80.03	RJ	F	8	7770	0	78	97.00
147	05/09/2016	617.08	ENSINO FUNDAMENTAL COMPLETO                                                                         	573.59	121.35	RJ	F	12	7770	0	55	77.58
148	21/06/2016	569.14	EDUCACAO SUPERIOR COMPLETO                                                                          	1086.93	252.88	SP	F	12	7770	0	69	68.99
149	20/05/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1084.38	252.93	AL	F	12	7770	1	78	80.94
150	30/09/2016	2601.71	ENSINO MEDIO COMPLETO                                                                               	1200.00	283.20	BA	M	12	7770	1	57	17.30
151	10/10/2016	7707.77	ENSINO MEDIO COMPLETO                                                                               	1000.00	221.71	PA	F	12	7770	0	65	26.81
152	01/08/2016	1051.73	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1500.00	352.65	RS	F	12	7770	1	52	36.27
153	19/09/2016	818.06	ENSINO MEDIO COMPLETO                                                                               	499.56	108.04	PB	F	12	7770	0	56	52.76
154	28/07/2016	572.11	ENSINO MEDIO COMPLETO                                                                               	682.93	164.63	RJ	M	12	7770	0	47	22.53
155	30/08/2016	574.85	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1125.54	257.06	PE	F	12	7817	0	74	75.07
156	10/06/2016	595.20	MESTRADO INCOMPLETO                                                                                 	984.31	263.07	PE	M	12	7817	0	55	64.64
157	31/08/2016	579.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1119.96	254.19	AL	F	12	7817	0	29	42.39
158	01/09/2016	582.94	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1205.70	255.74	PR	F	12	7770	0	67	82.05
159	16/08/2016	1598.23	ENSINO MEDIO COMPLETO                                                                               	1030.34	209.37	SP	F	12	7770	0	64	65.76
160	28/10/2016	775.24	ENSINO MEDIO COMPLETO                                                                               	1379.32	346.68	SP	F	12	7817	0	54	59.27
161	08/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1727.19	366.97	PE	F	12	7770	1	61	69.94
162	08/06/2016	1449.47	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1500.00	327.08	PE	M	12	7770	0	45	57.92
163	30/05/2016	612.09	ENSINO MEDIO COMPLETO                                                                               	1155.90	267.51	AL	M	12	7770	0	54	61.54
164	10/06/2016	1643.16	ENSINO MEDIO COMPLETO                                                                               	1532.93	332.67	RJ	M	12	7770	0	44	38.97
165	07/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1044.92	219.83	PE	F	12	7770	1	34	47.07
166	17/10/2016	577.00	ENSINO MEDIO COMPLETO                                                                               	1000.00	249.37	ES	F	12	7817	0	68	78.51
167	09/08/2016	2898.18	ENSINO MEDIO COMPLETO                                                                               	2911.42	650.79	RJ	M	12	7770	1	54	21.83
168	27/09/2016	1862.08	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	3244.25	746.86	AM	M	12	7770	1	77	68.17
169	12/02/2016	1236.00	ENSINO MEDIO COMPLETO                                                                               	2669.13	540.68	PR	F	12	7770	0	65	66.39
170	10/08/2016	563.00	ANALFABETO                                                                                          	1008.05	250.40	PE	F	12	7817	0	66	80.55
171	26/07/2016	933.12	EDUCACAO SUPERIOR COMPLETO                                                                          	1786.91	417.45	PA	F	12	7770	0	64	64.73
172	20/07/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1668.30	393.69	PB	F	12	7817	1	40	36.29
173	27/04/2016	662.67	ENSINO MEDIO COMPLETO                                                                               	1261.94	296.46	RN	F	12	7770	1	65	80.60
174	06/05/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1737.92	391.40	PB	M	12	7770	1	41	36.65
175	10/06/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1293.72	274.96	AL	M	12	7770	1	25	28.71
176	24/03/2016	1972.58	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1300.00	351.62	SP	F	8	7770	1	66	79.51
177	03/10/2016	572.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	936.81	252.60	PB	F	12	7817	0	72	56.57
178	27/07/2016	2071.70	ENSINO MEDIO COMPLETO                                                                               	3219.66	754.34	AM	F	12	7770	0	29	32.68
179	16/05/2016	880.00	ANALFABETO                                                                                          	1614.56	386.84	PB	F	12	7770	1	36	33.56
180	08/07/2016	644.75	ENSINO MEDIO COMPLETO                                                                               	1321.24	288.52	PE	F	12	7770	0	65	79.65
181	08/07/2016	599.01	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1231.56	255.90	SP	F	12	7770	1	60	62.41
182	07/06/2016	837.73	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	565.25	122.99	SP	F	12	7770	0	58	68.78
183	23/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1091.73	254.41	BA	M	12	7817	1	48	42.88
184	12/08/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	278.12	PE	F	12	7817	1	38	47.69
185	13/07/2016	627.10	ENSINO MEDIO COMPLETO                                                                               	944.76	275.95	BA	F	8	7817	0	54	63.25
186	22/04/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	617.05	148.26	SP	M	12	7770	0	70	82.71
187	15/08/2016	2089.65	ENSINO FUNDAMENTAL COMPLETO                                                                         	2136.12	447.85	SC	F	12	7770	0	51	48.90
188	01/06/2016	1046.73	ENSINO MEDIO COMPLETO                                                                               	2095.71	468.28	MG	M	12	7770	1	71	65.71
189	19/08/2016	880.00	ENSINO MEDIO INCOMPLETO                                                                             	1529.76	390.89	PE	F	12	7817	0	61	43.57
190	12/09/2016	652.51	ENSINO MEDIO INCOMPLETO                                                                             	1074.82	286.35	RS	F	12	7817	0	62	56.94
191	26/07/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1000.00	233.87	PE	F	12	7817	0	78	76.62
192	11/02/2016	2243.07	ENSINO MEDIO COMPLETO                                                                               	3000.00	620.35	SP	F	12	7770	0	59	48.22
193	20/10/2016	643.63	ENSINO MEDIO COMPLETO                                                                               	579.78	154.52	RJ	F	12	7770	0	66	49.89
194	10/05/2016	717.79	EDUCACAO SUPERIOR COMPLETO                                                                          	583.11	123.87	BA	F	12	7770	0	60	75.06
195	17/08/2016	856.21	ENSINO MEDIO COMPLETO                                                                               	1610.72	333.77	AL	F	12	7770	0	62	61.28
196	29/09/2016	728.74	ENSINO MEDIO COMPLETO                                                                               	1321.56	298.25	PE	F	12	7831	1	57	85.77
197	10/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	700.00	154.65	AM	M	12	7770	0	70	84.08
198	12/08/2016	644.57	ENSINO MEDIO COMPLETO                                                                               	358.82	75.88	MG	F	12	7770	0	58	79.56
199	06/10/2016	581.49	ENSINO MEDIO COMPLETO                                                                               	650.42	149.06	RS	M	12	7770	0	58	45.76
200	19/10/2016	579.53	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	900.00	185.44	SP	F	12	7770	0	52	67.71
201	17/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1630.96	384.59	PE	F	12	7770	0	72	70.11
202	18/10/2016	1942.29	ENSINO MEDIO COMPLETO                                                                               	1854.17	394.10	RS	F	12	7770	1	53	34.08
203	13/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	660.31	159.42	RJ	F	12	7770	0	49	66.87
204	17/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1041.83	251.45	PE	F	12	7817	0	62	75.89
205	27/10/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	2009.22	437.43	PE	F	12	7831	0	41	67.15
206	16/09/2016	574.32	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1076.07	257.28	AL	F	12	7770	0	64	73.34
207	13/09/2016	674.44	ENSINO FUNDAMENTAL COMPLETO                                                                         	1240.51	255.84	PE	M	12	7770	1	73	84.62
208	11/07/2016	573.52	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	500.00	100.58	AL	F	12	7770	0	44	67.86
209	20/10/2016	2905.14	ANALFABETO                                                                                          	808.67	203.78	PB	F	12	7770	0	19	40.99
210	01/09/2016	1013.79	ANALFABETO                                                                                          	620.33	133.47	PE	F	12	7770	0	52	75.60
